Cd,Dbh1,Dbh2,Time
MONOMA,10.9,-0.1,10.449
MONOMA,3.7,-0.1,10.09
MONOMA,4.9,-0.1,10.148
MONOMA,15.5,-0.1,10.025
MONOMA,14.5,-0.1,10.17
MONOMA,3,-0.1,10.23
MONOMA,3.6,-0.1,10.425
MONOMA,5.2,-0.1,10.271
MONOMA,3.5,-0.1,10.321
MONOMA,2.3,-0.1,11.09
MONOMA,2.4,-0.1,10.271
MONOMA,17.9,-0.1,11
MONOMA,3.9,-0.1,10.43
MONOMA,6.6,-0.1,10.164
MONOMA,3.2,-0.1,11.044
MONOMA,32.6,-0.1,10.2
MONOMA,20.3,-0.1,10.104
MONOMA,4.1,-0.1,10.293
MONOMA,4.1,-0.1,10.304
MONOMA,10.5,-0.1,10.34
MONOMA,2,-0.1,10.227
MONOMA,12,-0.1,10.233
MONOMA,5.1,-0.1,10.411
MONOMA,4.2,-0.1,10.195
MONOMA,25.6,-0.1,10.088
MONOMA,2.3,-0.1,10.192
MONOMA,3.3,-0.1,10.159
MONOMA,5.4,-0.1,10.118
MONOMA,2.6,-0.1,10.26
MONOMA,14.9,-0.1,10.162
MONOMA,6.1,-0.1,10.225
MONOMA,8.3,-0.1,10.258
MONOMA,2.4,-0.1,10.529
MONOMA,8.3,-0.1,10.107
MONOMA,3.1,-0.1,10.332
MONOMA,2,-0.1,10.29
MONOMA,11.5,-0.1,10.186
MONOMA,8.2,-0.1,10.29
MONOMA,3,-0.1,10.425
MONOMA,3.4,-0.1,10.099
MONOMA,23.8,-0.1,10.586
MONOMA,3.8,-0.1,10.342
MONOMA,8.3,-0.1,10.584
MONOMA,22,-0.1,10.293
MONOMA,3.9,-0.9,10.485
MONOMA,8.7,-0.1,10.595
MONOMA,3.6,-0.1,10.332
MONOMA,3.5,-0.1,10.285
MONOMA,4.2,-0.1,10.271
MONOMA,6.7,-0.1,10.463
MONOMA,2.9,-0.1,10.195
MONOMA,3.3,-0.9,10.107
MONOMA,4.6,-0.1,10.121
MONOMA,3.3,-0.1,10.252
MONOMA,4.4,-0.1,11.205
MONOMA,15.2,-0.1,10.252
MONOMA,11.6,-0.1,10.252
MYRICI,2.1,2.3,10.205
MYRICI,2.9,3,10.26
MYRICI,4.9,5.6,10.145
MYRICI,2.7,2.9,10.578
MYRICI,57.2,58,10.312
MYRICI,2.3,2.6,10.189
MYRICI,2,2.4,10.619
MYRICI,3.1,3.3,10.268
MYRICI,4.3,6,10.427
MYRICI,10.6,11.1,10.107
MYRICI,5.3,8,10.575
MYRICI,2.1,2.4,10.433
MYRICI,2.8,3.1,10.227
MYRICI,2.8,3.1,10.205
MYRICI,7.8,9.3,11.063
MYRICI,2.2,2.9,10.266
MYRICI,2.3,2.5,10.29
MYRICI,4.4,4.5,10.17
MYRICI,87.5,96.1,10.203
MYRICI,4.1,4.1,10.395
MYRICI,3.6,3.8,10.079
MYRICI,2.9,3.7,11.074
MYRICI,2.3,3.7,10.493
MYRICI,2.9,3.3,10.186
MYRICI,2.2,2.5,10.263
MYRICI,4.4,4.6,10.184
MYRICI,3.2,4.1,10.233
MYRICI,5.4,6,11.044
MYRICI,4.4,5.9,10.052
MYRICI,4.4,5.5,10.104
MYRICI,3.6,3.5,10.422
MYRICI,3.3,3.6,10.258
MYRICI,4.3,7.9,10.222
MYRICI,3.9,4.4,10.512
MYRICI,8.8,10.1,10.411
MYRICI,2.8,2.9,10.192
MYRICI,5,6.3,10.321
MYRICI,2.5,2.7,10.121
MYRICI,9.6,10,10.427
MYRICI,2.3,3.5,10.589
MYRICI,11,12,10.244
MYRICI,12.6,13.2,11.074
MYRICI,4.3,4.4,10.156
MYRICI,4.5,5.7,10.186
MYRICI,2.8,2.9,10.444
MYRICI,3.3,3.2,10.2
MYRICI,2.4,2.7,10.268
MYRICI,3.1,3.4,10.145
MYRICI,2.5,3,10.266
MYRICI,2.7,3.3,10.425
MYRICI,4.6,4.8,10.342
MYRICI,2,2.3,10.17
MYRICI,2.1,2.6,10.515
MYRICI,5.3,5.5,10.263
MYRICI,5.8,6.2,10.11
MYRICI,2.9,3.2,11.044
MYRICI,2.4,2.5,10.323
MYRICI,14.3,16.5,10.225
MYRICI,11,12.2,10.26
MYRICI,2.7,4,10.307
MYRICI,3.1,4.2,11.203
MYRICI,4.9,7.3,10.46
MYRICI,2.6,3.4,10.277
MYRICI,3,4.3,10.159
MYRICI,2.8,3.5,10.395
MYRICI,3.4,4.1,10.107
MYRICI,5.3,5.9,10.26
MYRICI,12.1,12,10.532
MYRICI,9.7,10,10.277
MYRICI,21.1,30.3,11.044
MYRICI,8.1,9,10.51
MYRICI,3.9,4,10.266
MYRICI,8.2,11.1,10.51
MYRICI,4.3,4.8,10.129
MYRICI,5,5.9,10.43
MYRICI,5.2,6.1,10.332
MYRICI,8.6,8.9,10.351
MYRICI,2.7,2.9,10.214
MYRICI,3.5,3.7,10.268
MYRICI,3.3,3.9,10.203
MYRICI,2.1,6.1,10.099
MYRICI,5.8,6.3,10.115
MYRICI,2.7,3,10.279
MYRICI,5.4,6,10.236
MYRICI,3.6,3.6,10.332
MYRICI,2,2.9,10.225
MYRICI,2.1,3.3,10.222
MYRICI,2.3,2.7,10.4
MYRICI,2.5,3.2,10.345
MYRICI,2.3,2.4,11.247
MYRICI,3.4,3.2,10.364
MYRICI,2,1.9,10.115
MYRICI,3.3,3.7,10.203
MYRICI,3.2,3.7,10.099
MYRICI,3.1,3.3,10.115
MYRICI,28.1,29.2,10.219
MYRICI,4.3,4.8,10.312
MYRICI,3.5,3.7,10.29
MYRICI,2.9,3.3,10.304
MYRICI,7.6,9.8,11.197
MYRICI,2.8,2.7,10.266
MYRICI,3.3,4.5,10.241
MYRICI,2,2.5,10.195
MYRICI,24.4,36.3,10.529
MYRICI,2.2,2.9,10.504
MYRICI,2.9,2.8,10.099
MYRICI,13.3,13.5,10.107
MYRICI,15.7,20.3,10.247
MYRICI,7.6,8.8,10.521
MYRICI,3.4,3.8,11.044
MYRICI,6.1,6.5,10.211
MYRICI,2.8,3.5,11.09
MYRICI,2.2,2,10.334
MYRICI,3,3.1,10.458
MYRICI,10.1,10,10.156
MYRICI,2.9,4.3,10.189
MYRICI,2.5,2.4,10.11
MYRICI,3.4,4.1,10.266
MYRICI,7.4,10.3,10.592
MYRICI,2.6,2.8,10.263
MYRICI,2.5,2.8,10.49
MYRICI,70.5,71.3,10.263
MYRICI,5,5.2,11.241
MYRICI,7.2,8.3,10.488
MYRICI,10.2,12,10.126
MYRICI,34.9,36.2,10.203
MYRICI,2.1,2.1,10.115
MYRICI,2.7,2.7,11.088
MYRICI,2.8,3.2,10.348
MYRICI,22.4,23,10.282
MYRICI,15,17.7,10.025
MYRICI,6.3,6.2,10.293
MYRICI,3.3,3.6,10.104
MYRICI,4.5,5.3,10.17
MYRICI,5.9,6,10.186
MYRICI,3.6,5.7,10.395
MYRICI,3.7,3.8,10.422
MYRICI,3.2,3.5,10.205
MYRICI,3.1,3.9,10.307
MYRICI,2,2.3,10.658
MYRICI,3,3.1,10.263
MYRICI,4,3.9,10.06
MYRICI,2.1,2.2,10.118
MYRICI,9.6,9.6,11.071
MYRICI,2.2,2.2,10.463
MYRICI,3.6,4,10.112
MYRICI,3.2,3.5,10.268
MYRICI,2.8,3.5,10.104
MYRICI,10.7,10.8,10.184
MYRICI,2.6,2.6,10.282
MYRICI,3.4,4,10.337
MYRICI,4.7,5.4,10.181
MYRICI,14.3,16.4,10.216
MYRICI,3,3.1,10.192
MYRICI,2.6,3,10.422
MYRICI,28.8,-0.1,10.236
MYRICI,16.6,-0.1,10.282
MYRICI,4.2,-0.1,10.26
MYRICI,2.2,-0.1,11.088
MYRICI,3,-0.1,10.121
MYRICI,10.6,-0.1,10.271
MYRICI,8.4,-0.1,10.17
MYRICI,3.5,-0.1,10.115
MYRICI,28.4,-0.1,10.118
MYRICI,12.3,-0.1,10.293
MYRICI,6.3,-0.1,10.315
MYRICI,4.3,-0.1,10.488
MYRICI,6.3,-0.1,10.236
MYRICI,3.5,-0.1,10.208
MYRICI,9.8,-0.1,10.052
MYRICI,2.2,-0.1,10.411
MYRICI,4.3,-0.1,10.485
MYRICI,5.2,-0.1,10.26
MYRICI,3.1,-0.1,10.277
MYRICI,3.2,-0.1,10.416
MYRICI,6,-0.1,10.433
MYRICI,2.6,-0.1,10.208
MYRICI,14.5,-0.1,10.345
MYRICI,5.3,-0.1,10.247
MYRICI,2,-0.1,10.274
MYRIM1,2.3,2.5,10.282
MYRIM1,2.2,2.1,10.255
MYRIM1,13.5,14.2,10.167
MYRIM1,4.3,4.5,10.444
MYRIM1,4.2,4.8,10.225
MYRIM1,3,4.5,10.603
MYRIM1,3.5,4.2,10.197
MYRIM1,2.3,2.8,10.26
MYRIM1,3.6,4.6,10.09
MYRIM1,90.3,92,10.145
MYRIM1,2.7,3,10.189
MYRIM1,5.4,6.1,10.118
MYRIM1,3.1,3.2,10.592
MYRIM1,6.1,6.5,10.268
MYRIM1,2.5,2.7,10.255
MYRIM1,28.7,29.6,10.296
MYRIM1,2.8,2.9,10.077
MYRIM1,3.1,3.6,10.219
MYRIM1,13.3,19.1,11.063
MYRIM1,4.5,4.7,11
MYRIM1,2.7,2.7,10.222
MYRIM1,23.3,27,10.381
MYRIM1,4.5,4.5,10.252
MYRIM1,25,26,10.307
MYRIM1,18.1,18.2,10.181
MYRIM1,2,2.6,10.595
MYRIM1,7.7,7.8,11.205
MYRIM1,2,2.4,10.255
MYRIM1,2,2.3,10.485
MYRIM1,21.1,22.1,10.137
MYRIM1,3.5,5,10.115
MYRIM1,3.6,4.4,10.31
MYRIM1,4.1,7.2,10.23
MYRIM1,3.3,4.3,10.107
MYRIM1,20.7,22.5,10.164
MYRIM1,14.7,16.5,10.189
MYRIM1,5.6,6.6,10.589
MYRIM1,2.4,4.8,10.088
MYRIM1,4,4.3,10.529
MYRIM1,3.7,4,10.233
MYRIM1,18.1,19,10.203
MYRIM1,7.9,8.3,10.11
MYRIM1,2,2.8,11.203
MYRIM1,5.5,5.7,10.279
MYRIM1,4.5,4.4,10.422
MYRIM1,3.8,3.9,10.26
MYRIM1,2.8,3,10.211
MYRIM1,2,2.5,10.156
MYRIM1,12.1,12.8,10.205
MYRIM1,3.4,4.4,10.403
MYRIM1,10.5,11.6,10.233
MYRIM1,3,3.5,10.496
MYRIM1,10.6,12.3,10.247
MYRIM1,4.6,5.1,10.175
MYRIM1,3.4,4.4,10.142
MYRIM1,3.8,3.9,11
MYRIM1,14.5,14.3,10.126
MYRIM1,2,2.4,10.529
MYRIM1,2,2.7,10.159
MYRIM1,2.1,2.2,10.227
MYRIM1,6.8,7.4,10.241
MYRIM1,10.1,10.3,10.266
MYRIM1,2.5,2.5,10.11
MYRIM1,2.8,2.8,10.507
MYRIM1,27.6,30.1,10.2
MYRIM1,5.4,6,10.277
MYRIM1,3.1,6.1,10.353
MYRIM1,2.8,3,10.43
MYRIM1,3.5,6.5,10.274
MYRIM1,14.1,15,10.049
MYRIM1,2.2,2.6,10.211
MYRIM1,2.3,2.5,11.203
MYRIM1,5,5.2,10.307
MYRIM1,2,2,10.455
MYRIM1,3.2,3.6,10.203
MYRIM1,2.3,2.6,10.301
MYRIM1,3.2,5.1,10.315
MYRIM1,2.3,3.8,11.238
MYRIM1,3.7,4.2,10.301
MYRIM1,2,2,10.334
MYRIM1,3.2,3.1,10.077
MYRIM1,5.7,8.3,10.236
MYRIM1,4.5,7,10.485
MYRIM1,2.1,2.8,10.268
MYRIM1,4.6,6.1,10.488
MYRIM1,3.5,3.8,10.2
MYRIM1,77.5,80.2,10.282
MYRIM1,2.3,2.4,10.271
MYRIM1,2,2.8,10.159
MYRIM1,4.7,5.1,10.142
MYRIM1,2.8,3.6,10.23
MYRIM1,2.2,2.3,10.255
MYRIM1,2.8,3,10.189
MYRIM1,13.1,15.5,10.216
MYRIM1,3.9,4.4,11.09
MYRIM1,4,5,10.258
MYRIM1,7.3,9.2,10.153
MYRIM1,2.8,3.5,11.044
MYRIM1,5,6.8,10.025
MYRIM1,2.6,3.5,10.614
MYRIM1,14.1,17,10.386
MYRIM1,5,5.7,10.197
MYRIM1,3.1,4.7,10.266
MYRIM1,13.6,14.5,10.29
MYRIM1,2,2.7,10.26
MYRIM1,2.8,2.7,10.312
MYRIM1,3.7,4.7,10.274
MYRIM1,9.6,9.9,10.077
MYRIM1,2.1,3.7,10.282
MYRIM1,14.7,23.4,10.274
MYRIM1,8.4,8.3,10.279
MYRIM1,8.1,8,10.282
MYRIM1,3.7,4.9,10.271
MYRIM1,2.8,3.2,10.156
MYRIM1,11,11.3,10.304
MYRIM1,3.3,4,10.26
MYRIM1,2.2,2.6,10.51
MYRIM1,7.1,8.4,10.586
MYRIM1,6.5,6.8,10.263
MYRIM1,2.7,2.7,10.263
MYRIM1,25.7,29.3,10.071
MYRIM1,7.9,7.5,10.121
MYRIM1,4.9,6.4,10.4
MYRIM1,2.7,3.4,10.244
MYRIM1,15.3,15.9,10.293
MYRIM1,6.8,6.8,10.268
MYRIM1,2.5,-0.1,10.488
MYRIM1,3.6,-0.1,10.189
MYRIM1,2.8,-0.1,10.978
MYRIM1,2,-0.1,10.107
MYRIM1,2.1,-0.1,10.288
MYRIM1,8.3,-0.1,10.293
MYRIM1,2,-0.1,10.293
MYRIM1,2.2,-0.1,10.241
MYRIM1,2.8,-0.1,10.181
MYRIM1,3.2,-0.1,11.203
MYRIM1,3.5,-0.1,10.195
MYRIM1,2.3,-0.9,10.485
MYRIM1,2,-0.1,10.244
MYRIM1,2.2,-0.1,10.31
MYRIM1,2.5,-0.1,10.449
MYRIM1,5.1,-0.1,10.427
MYRIM1,9.4,-0.1,10.389
MYRIM1,5.8,-0.1,10.153
MYRIM1,2.3,-0.1,10.145
MYRIM1,15,-0.1,10.395
MYRIM1,9.4,-0.1,10.126
MYRIM1,3,-0.1,10.101
MYRIM1,8.4,-0.1,10.258
MYRIM1,2.5,-0.1,10.488
MYRIM1,2,-0.1,10.225
MYRIM1,2.5,-0.9,10.4
MYRIM1,15,-0.1,10.233
NAUCOF,6.8,6.8,10.181
NAUCOF,2.5,2.6,10.107
NAUCOF,2.1,2.2,11.003
NAUCOF,4.8,5.3,10.068
NAUCOF,2.1,2.5,10.337
NAUCOF,3.8,4.1,10.145
NAUCOF,2.1,3.2,10.458
NAUCOF,3.6,4.6,10.23
NAUCOF,11.7,11.6,10.425
NAUCOF,2.5,2.4,10.422
NAUCOF,3.4,3.2,10.342
NAUCOF,2.3,2.5,10.31
NAUCOF,2.1,2.6,10.529
NAUCOF,5.3,6.1,10.118
NAUCOF,2.1,2.2,10.279
NAUCOF,3.2,3.7,10.301
NAUCOF,7.6,7.7,10.433
NAUCOF,12.6,13.7,10.227
NAUCOF,10.3,10.7,10.474
NAUCOF,2.4,2.6,10.2
NAUCOF,2.3,3.8,11.06
NAUCOF,2.8,3,10.422
NAUCOF,3.5,3.9,10.321
NAUCOF,50.9,52.3,10.425
NAUCOF,2.3,2.7,10.26
NAUCOF,115.9,114,11.195
NAUCOF,11.4,14,10.088
NAUCOF,5.5,5.5,10.277
NAUCOF,3.9,4.2,10.427
NAUCOF,3.1,3.1,10.266
NAUCOF,9.8,10.5,10.392
NAUCOF,3.1,4.1,11.205
NAUCOF,6,6,11.071
NAUCOF,2.3,2.7,10.203
NAUCOF,7.8,7.8,11.063
NAUCOF,2.1,2.3,10.099
NAUCOF,3.5,5.8,10.142
NAUCOF,8.3,10.6,10.51
NAUCOF,12.8,16.5,10.507
NAUCOF,3.5,3.9,10.268
NAUCOF,2.4,2.4,10.175
NAUCOF,2.3,3.6,10.268
NAUCOF,16.8,20.1,10.197
NAUCOF,7.6,8,10.203
NAUCOF,2.1,2.4,10.205
NAUCOF,2.3,2.5,10.296
NAUCOF,2.7,2.8,10.099
NAUCOF,2.8,2.7,10.575
NAUCOF,3.2,4.8,10.159
NAUCOF,2.8,3.5,10.195
NAUCOF,2.5,3.8,10.189
NAUCOF,2.2,2.3,10.227
NAUCOF,3.2,3.5,10.101
NAUCOF,6.6,7.6,10.288
NAUCOF,2.3,2.7,10.153
NAUCOF,2.3,2.5,10.186
NAUCOF,3.8,4.6,10.167
NAUCOF,4.4,6.4,10.268
NAUCOF,2.1,2.4,10.173
NAUCOF,2.9,3,10.488
NAUCOF,3,3,10.107
NAUCOF,2.8,3.3,10.225
NAUCOF,2.2,3.1,10.312
NAUCOF,2.2,2.8,10.296
NAUCOF,2.4,3,10.156
NAUCOF,8.1,10.8,10.414
NAUCOF,2,2,10.589
NAUCOF,47.2,47.2,11.093
NAUCOF,3.6,3.7,10.025
NAUCOF,2.1,2.4,10.567
NAUCOF,3.6,3.7,10.175
NAUCOF,2.3,2.8,10.236
NAUCOF,3.7,4.4,10.279
NAUCOF,3.4,3.9,10.433
NAUCOF,7.2,8.5,10.266
NAUCOF,2,2.3,10.26
NAUCOF,3.5,3.6,10.485
NAUCOF,3.1,3.4,11.205
NAUCOF,4.5,5.6,10.268
NAUCOF,3.6,3.6,10.195
NAUCOF,14.3,16.4,10.085
NAUCOF,5,5.2,10.279
NAUCOF,2,3.6,10.266
NAUCOF,2.3,2.8,11.041
NAUCOF,15.3,16.5,10.425
NAUCOF,3.6,4.2,10.485
NAUCOF,7.3,7.3,10.263
NAUCOF,4.2,7.9,10.104
NAUCOF,9.3,11.8,10.052
NAUCOF,2.8,2.9,10.249
NAUCOF,2.1,2.4,10.419
NAUCOF,2.6,2.8,10.2
NAUCOF,2.7,4.2,10.416
NAUCOF,4.4,4.5,11.203
NAUCOF,10.3,14.5,10.156
NAUCOF,3.2,3.4,10.126
NAUCOF,12.7,17.3,10.145
NAUCOF,3.6,4,10.263
NAUCOF,2.8,3,11.2
NAUCOF,3.8,3.5,10.197
NAUCOF,14.8,15.8,10.279
NAUCOF,2,2.8,10.425
NAUCOF,3.4,4.9,10.26
NAUCOF,4.8,6,10.321
NAUCOF,2.4,2.2,10.51
NAUCOF,3.2,4.1,10.099
NAUCOF,2.4,2.4,10.145
NAUCOF,2.1,2.7,10.118
NAUCOF,5.3,6.2,10.268
NAUCOF,2,2.7,10.211
NAUCOF,9.4,9.5,10.195
NAUCOF,2.7,3.3,10.479
NAUCOF,2.6,2.7,10.126
NAUCOF,17.2,25.6,10.301
NAUCOF,2.2,2.7,10.26
NAUCOF,7.3,9.3,10.589
NAUCOF,6.8,7.6,10.077
NAUCOF,11.2,11.4,10.378
NAUCOF,8,8.4,10.482
NAUCOF,4.9,5.7,10.46
NAUCOF,2.6,3.2,10.186
NAUCOF,3.3,3.6,10.164
NAUCOF,3,3.4,10.266
NAUCOF,5.5,6.4,11.203
NAUCOF,3,3,10.263
NAUCOF,2.8,7.7,10.266
NAUCOF,3.2,3.4,10.06
NAUCOF,3.3,4.8,10.277
NAUCOF,4.2,6.7,10.449
NAUCOF,3,3.1,10.115
NAUCOF,2.3,2.4,10.274
NAUCOF,16.9,18.4,10.104
NAUCOF,93.2,97.2,10.496
NAUCOF,5.7,5.8,10.115
NAUCOF,3,3.3,10.247
NAUCOF,8.7,9,10.463
NAUCOF,2.6,2.5,10.071
NAUCOF,2.4,2.7,10.441
NAUCOF,14.1,18,10.195
NAUCOF,4.7,7,10.263
NAUCOF,3,4,11.205
NAUCOF,5.1,6,10.222
NAUCOF,3.2,3.6,10.425
NAUCOF,6.3,8.1,10.288
NAUCOF,11.5,14.3,11.203
NAUCOF,3.2,3.3,10.156
NAUCOF,6.1,8.7,10.288
NAUCOF,6.8,7.6,10.425
NAUCOF,2.6,3,10.279
NAUCOF,2.6,3,10.104
NAUCOF,2.7,3.3,10.214
NAUCOF,7.5,8.7,10.162
NAUCOF,6.7,7.4,10.532
NAUCOF,2,3.7,10.211
NAUCOF,2.6,3.2,10.416
NAUCOF,2.7,2.7,10.304
NAUCOF,5.7,6.5,10.31
NAUCOF,3.8,4.2,10.529
NAUCOF,6.7,8.3,10.192
NAUCOF,3,6.9,10.052
NAUCOF,4.4,5.9,11.247
NAUCOF,2.6,3.6,10.29
NAUCOF,5,5.2,10.474
NAUCOF,8.2,10.6,11.197
NAUCOF,4.1,4.1,11.093
NAUCOF,5.1,5.3,10.052
NAUCOF,3.3,3.7,10.425
NAUCOF,5.2,6.2,10.258
NAUCOF,11.5,12,10.496
NAUCOF,5.7,7.6,10.277
NAUCOF,9.4,9.5,11.203
NAUCOF,2.4,2.3,10.195
NAUCOF,2.3,2.6,10.507
NAUCOF,2,2.4,10.592
NAUCOF,2,2,10.156
NAUCOF,2.7,3,10.236
NAUCOF,2.6,3.1,10.11
NAUCOF,6.4,6.8,10.121
NAUCOF,2,2.7,10.186
NAUCOF,10.1,13.9,10.129
NAUCOF,6.5,7.6,10.118
NAUCOF,3.4,3.9,10.2
NAUCOF,2.9,3,10.162
NAUCOF,2.6,2.8,10.427
NAUCOF,5.2,6,10.351
NAUCOF,3.5,3.8,10.26
NAUCOF,3.5,4.9,10.2
NAUCOF,7.8,8.2,10.507
NAUCOF,6.2,7.3,10.214
NAUCOF,3.5,4.4,10.222
NAUCOF,3.8,3.8,10.244
NAUCOF,16,19.5,10.318
NAUCOF,2.6,2.9,10.493
NAUCOF,17.9,17.8,10.43
NAUCOF,7.2,9.2,10.052
NAUCOF,2.2,2.3,10.134
NAUCOF,2.8,3,11.233
NAUCOF,2.7,2.9,10.266
NAUCOF,3.2,3.6,10.197
NAUCOF,5.3,5.4,10.236
NAUCOF,2.2,2.4,10.263
NAUCOF,2.4,2.7,10.189
NAUCOF,6.8,8.5,10.51
NAUCOF,2,2.1,10.26
NAUCOF,3.9,4.7,11.184
NAUCOF,2.8,2.8,10.332
NAUCOF,9.8,12.7,10.156
NAUCOF,2.7,3.4,10.112
NAUCOF,3.3,3.7,10.422
NAUCOF,2.5,3,10.496
NAUCOF,2.5,2.6,10.17
NAUCOF,4.4,5.2,10.09
NAUCOF,2,5.1,10.433
NAUCOF,25,27.3,10.252
NAUCOF,2.2,2.7,10.266
NAUCOF,15.4,16.2,10.227
NAUCOF,2.2,2.1,10.29
NAUCOF,4.6,5.8,10.115
NAUCOF,2.5,2.6,10.271
NAUCOF,9.3,9.5,10.159
NAUCOF,2,2.3,10.099
NAUCOF,2.6,2.8,10.422
NAUCOF,9.1,9.6,10.26
NAUCOF,5.9,6.6,10.162
NAUCOF,4.2,4.5,10.107
NAUCOF,3.7,4,10.4
NAUCOF,7.4,7.7,10.222
NAUCOF,4.5,5.1,10.205
NAUCOF,6.5,7.4,10.164
NAUCOF,4.5,5,10.586
NAUCOF,9.9,13.5,10.107
NAUCOF,7.3,7.5,10.321
NAUCOF,2.5,2.7,11.041
NAUCOF,14.7,16.7,10.181
NAUCOF,3.5,4.1,10.268
NAUCOF,22.2,23.1,10.282
NAUCOF,2,2.2,10.482
NAUCOF,2.6,3,10.282
NAUCOF,31.3,31.8,10.411
NAUCOF,2.6,2.7,10.26
NAUCOF,2.7,2.6,10.197
NAUCOF,2.6,2.5,10.186
NAUCOF,2.2,2.2,10.129
NAUCOF,2.1,2.5,10.121
NAUCOF,5,5.4,11
NAUCOF,2.4,2.4,10.099
NAUCOF,42.3,43.5,10.186
NAUCOF,2.2,2.4,10.279
NAUCOF,4.3,4.6,10.2
NAUCOF,7.7,10.6,10.099
NAUCOF,2.5,2.5,10.11
NAUCOF,2.8,2.8,10.23
NAUCOF,4,4.5,10.496
NAUCOF,10.9,11.5,10.252
NAUCOF,2,2,10.282
NAUCOF,3,3.4,10.342
NAUCOF,2.5,2.7,10.263
NAUCOF,3.2,3.1,10.515
NAUCOF,4.9,6.3,10.093
NAUCOF,10.6,13.3,10.277
NAUCOF,7,7.5,10.247
NAUCOF,9.5,11.3,10.186
NAUCOF,3.8,4.4,10.17
NAUCOF,2,3.4,10.268
NAUCOF,4.1,4.3,10.184
NAUCOF,2.4,2.4,10.107
NAUCOF,2.4,2.8,10.307
NAUCOF,2.5,2.7,11.203
NAUCOF,4.6,4.5,10.134
NAUCOF,23.8,25.5,10.077
NAUCOF,2.3,2.4,10.09
NAUCOF,9,9.8,10.129
NAUCOF,3.7,4.1,10.364
NAUCOF,2,2.3,11.06
NAUCOF,3.3,3.6,10.134
NAUCOF,2.4,2.4,10.249
NAUCOF,3.1,3.4,10.189
NAUCOF,3.4,3.7,11.203
NAUCOF,13.2,15,10.367
NAUCOF,2.5,3.2,10.159
NAUCOF,2.7,3,10.181
NAUCOF,4.2,5.7,10.186
NAUCOF,3.1,3.2,10.175
NAUCOF,6.3,7,10.093
NAUCOF,4.5,5.2,10.222
NAUCOF,6.8,8.4,10.214
NAUCOF,2.2,2.5,10.586
NAUCOF,14.7,14,10.285
NAUCOF,4.6,5.3,10.34
NAUCOF,4.2,4.9,10.192
NAUCOF,5.3,6,10.115
NAUCOF,2.2,2.6,10.342
NAUCOF,2.9,3.2,10.263
NAUCOF,3.4,4.2,10.329
NAUCOF,3.1,3.7,10.526
NAUCOF,2.5,2.8,11.203
NAUCOF,49.9,51.2,11.06
NAUCOF,3.2,3.6,10.29
NAUCOF,3.1,4.8,10.153
NAUCOF,4.4,4.3,10.504
NAUCOF,2.2,2.2,10.247
NAUCOF,3.1,3.6,10.381
NAUCOF,3,3.3,10.482
NAUCOF,4.8,6.4,10.238
NAUCOF,2.9,2.7,10.159
NAUCOF,4.8,4.5,10.422
NAUCOF,3.3,3.6,10.304
NAUCOF,5.5,5.9,10.186
NAUCOF,3.4,3.7,10.203
NAUCOF,2.3,2.6,10.532
NAUCOF,3,3,10.225
NAUCOF,2.4,2.5,11.205
NAUCOF,3,3,11.074
NAUCOF,3.6,4.2,10.279
NAUCOF,12.7,13.3,10.271
NAUCOF,2.2,2.7,10.326
NAUCOF,2,2,10.323
NAUCOF,3.5,3.5,10.279
NAUCOF,3.6,4,10.279
NAUCOF,4.7,7.6,10.247
NAUCOF,6.6,7.8,10.263
NAUCOF,3.1,3.4,10.23
NAUCOF,4.4,4.4,10.099
NAUCOF,4.4,4.7,10.458
NAUCOF,4.3,5.9,10.195
NAUCOF,3.4,3.4,10.192
NAUCOF,15.3,17.8,10.167
NAUCOF,2.4,2.6,10.205
NAUCOF,8,14,10.263
NAUCOF,3.2,3.7,10.156
NAUCOF,2,2.1,10.205
NAUCOF,4.8,6.2,10.279
NAUCOF,3.5,4.6,10.088
NAUCOF,2.1,2.4,10.603
NAUCOF,5.6,6.3,10.529
NAUCOF,5.3,5.3,10.203
NAUCOF,2.7,3.5,10.225
NAUCOF,2.4,2.3,10.156
NAUCOF,24,28.6,10.263
NAUCOF,2.1,2.2,10.285
NAUCOF,2.1,2.2,10.164
NAUCOF,2.5,2.8,10.282
NAUCOF,2.2,2.5,10.271
NAUCOF,3.1,3.3,10.06
NAUCOF,2.9,3.7,10.266
NAUCOF,2.3,2.8,10.279
NAUCOF,2.8,3.1,10.463
NAUCOF,9.5,10.2,10.241
NAUCOF,6.6,7.1,10.277
NAUCOF,4.3,4.9,10.425
NAUCOF,5,5.6,10.211
NAUCOF,3.5,3.6,10.244
NAUCOF,2,2.2,10.427
NAUCOF,4,4.4,10.395
NAUCOF,2,2.2,10.288
NAUCOF,2.2,2.3,10.115
NAUCOF,5.2,5.2,10.485
NAUCOF,2.7,3.7,10.236
NAUCOF,5.4,7.4,10.175
NAUCOF,2.1,2.7,10.137
NAUCOF,32.2,33,10.263
NAUCOF,14.6,14.6,10.268
NAUCOF,2.6,3.3,10.427
NAUCOF,3.3,5.2,10.173
NAUCOF,2.3,2.3,10.142
NAUCOF,4,4.6,10.189
NAUCOF,5.6,7,10.06
NAUCOF,15.5,15.8,10.312
NAUCOF,17.1,17.8,10.318
NAUCOF,3.2,3.5,10.118
NAUCOF,8.6,8.7,10.266
NAUCOF,2.4,2.6,10.499
